pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgement
5081	El piano lo toca un hombre	Una mujer está tocando el violín	1.9	NEUTRAL
5083	Un hombre esta tocando el piano	Una mujer está tocando el violín	2.5	NEUTRAL
5085	Un hombre esta pescando en el rio	No hay hombre pescando en el río	3.5	CONTRADICTION
5086	Un hombre canta y camina por la calle .	Un hombre canta y camina por la acera .	4.1	NEUTRAL
5089	Un hombre está cantando y parado en la acera .	Un hombre esta pescando en el rio	1.1	NEUTRAL
5091	No hay hombre pescando en el río	Un hombre canta y camina por la acera .	1.8	NEUTRAL
5092	Un hombre esta pescando en el rio	Un hombre canta y camina por la acera .	1.9	NEUTRAL
5096	Una mujer está comiendo un trozo de carne .	Una mujer sazona un trozo de carne .	3.6	NEUTRAL
5097	Un hombre carga un rifle con balas .	Una mujer está sazonando un jamón .	1.0	NEUTRAL
5100	No hay hombre cargando un rifle con balas	Una mujer sazona un trozo de carne .	1.0	NEUTRAL
5102	Un chef está preparando algo de comida	Un chef está preparando comida .	4.815	ENTAILMENT
5105	Un chef está preparando una comida .	No hay chef preparando una comida	3.2	CONTRADICTION
5107	No hay chef preparando una comida	Un chef está preparando comida .	3.985	CONTRADICTION
5109	Un chef descarta algo de comida .	Un chef está preparando una comida .	3.2	NEUTRAL
5114	Dos timbres de sumo no pelean	Dos timbres de sumo están peleando	4.1	CONTRADICTION
5115	Dos luchadores de sumo están luchando	Un hombre está montando un juguete acuático en el agua .	1.0	NEUTRAL
5116	Un hombre está montando un juguete acuático en el agua .	Dos timbres de sumo no pelean	1.0	NEUTRAL
5117	Dos timbres de sumo están peleando	Un hombre está jugando con un juguete acuático en el agua .	1.0	NEUTRAL
5121	No hay nadie tocando el piano	Una persona está tocando un piano	3.7	CONTRADICTION
5123	Una persona está cortando una papa	No hay persona cortando papa	2.9	CONTRADICTION
5124	Una persona está cortando una papa	Una persona está tocando un piano	1.185	NEUTRAL
5125	Una persona está tocando un piano	No hay persona cortando papa	1.1	NEUTRAL
5127	No hay nadie tocando el piano	Una persona está cortando una papa	1.2	NEUTRAL
5133	Un hombre espolvorea queso rallado en una pizza	Un hombre está poniendo condimento en una pizza .	3.6	NEUTRAL
5134	No hay hombre poniendo queso en una pizza	Un hombre espolvorea queso rallado en una pizza	3.4	CONTRADICTION
5135	Un hombre está rociando queso en una pizza .	Un hombre está poniendo un poco de queso en una pizza .	4.7	ENTAILMENT
5136	No hay ningún hombre esparciendo queso rallado en una pizza	Un hombre está poniendo un poco de queso en una pizza .	3.1	CONTRADICTION
5137	Un hombre espolvorea queso rallado en una pizza	Un hombre está poniendo un poco de queso en una pizza .	4.8	ENTAILMENT
5139	No hay hombre haciendo un truco de cartas	Un hombre está haciendo un truco de cartas .	4.0	CONTRADICTION
5141	Un hombre esta jugando con agua	Un hombre no esta jugando con agua	3.6	CONTRADICTION
5142	Un hombre se divierte con agua .	Un hombre está haciendo un truco de cartas .	1.1	NEUTRAL
5145	No hay hombre haciendo un truco de cartas	Un hombre esta jugando con agua	1.2	NEUTRAL
5147	Un hombre está untando un trozo de pan con mantequilla	Un hombre está untando con mantequilla una rebanada de pan	4.6	ENTAILMENT
5149	Un lémur cuelga de una cuerda .	Un lémur está colgado de una cuerda .	4.4	ENTAILMENT
5153	Un hombre está untando con mantequilla una rebanada de pan	Un lémur cuelga de una cuerda .	1.0	NEUTRAL
5154	Un lémur cuelga de una cuerda .	Una mujer está untando un trozo de pan con mantequilla	1.0	NEUTRAL
5155	Un lémur cuelga de una cuerda .	Un hombre está untando un trozo de pan con mantequilla	1.0	NEUTRAL
5160	Una mujer está poniendo a un bebé en una papelera	La mujer está haciendo agujeros en la papa	1.1	NEUTRAL
5161	Una mujer está poniendo a un bebé en una papelera	La mujer no le hace agujeros a la papa	1.185	NEUTRAL
5163	La mujer está picando una papa	No hay ninguna mujer que ponga a un niño en la papelera	1.1	NEUTRAL
5166	No hay nadie echando limpiador en el fregadero	Un hombre vierte limpiador en el fregadero .	4.1	CONTRADICTION
5167	El hombre toca la batería	El hombre toca la batería	4.9	ENTAILMENT
5169	Un hombre vierte limpiador en el fregadero .	El hombre toca la batería	1.0	NEUTRAL
5171	El hombre toca la batería	Un hombre está limpiando el fregadero	1.3	NEUTRAL
5175	No hay mujer friendo comida	Una mujer está friendo comida	3.1	CONTRADICTION
5176	Una mujer está friendo comida .	Una mujer está friendo algo de comida	5.0	ENTAILMENT
5177	Una mujer no esta friendo comida	Una mujer está friendo comida .	3.6	CONTRADICTION
5178	Una mujer está friendo comida	Una mujer está friendo algo de comida	4.5	ENTAILMENT
5186	Una mujer está echando huevos en una sartén	Una mujer está sacando huevos de una sartén	2.6	CONTRADICTION
5187	Una mujer está echando huevos en una sartén	Un hombre acaricia a dos perros .	1.0	NEUTRAL
5189	Una mujer está echando huevos en una sartén	Dos perros están siendo acariciados por un hombre .	1.0	NEUTRAL
5191	Un hombre acaricia a dos perros .	Una mujer está echando huevos en una sartén	1.0	NEUTRAL
5195	El niño calla	Un chico esta diciendo una palabra	3.0	CONTRADICTION
5197	Un bebe esta hablando	El niño calla	2.6	NEUTRAL
5198	Un chico esta diciendo una palabra	Un niño esta hablando	3.9	ENTAILMENT
5199	Un chico esta diciendo una palabra	No hay bebe hablando	2.2	NEUTRAL
5201	Una mujer está sacando una sustancia pegajosa de un cuenco	Una mujer está sacando una sustancia pegajosa de un recipiente	5.0	ENTAILMENT
5204	La mujer no pone pasta en un plato .	La mujer pone pasta en un plato	3.3	CONTRADICTION
5208	Una mujer está poniendo una sustancia pegajosa en un tazón .	La mujer pone pasta en un plato	2.8	NEUTRAL
5212	Los hombres estan jugando futbol	Los hombres juegan con una pelota	4.5	ENTAILMENT
5215	Los hombres no juegan futbol	Un hombre esta montando una motocicleta	1.5	NEUTRAL
5216	Los hombres estan jugando futbol	Un hombre está en una motocicleta	1.1	NEUTRAL
5219	Un perro mira a su alrededor	Un animal mira a su alrededor	4.6	ENTAILMENT
5220	Un perro mira a su alrededor	No hay perro mirando alrededor	2.9	CONTRADICTION
5223	Un perro mira a su alrededor	Un perro está mirando un mueble en una tienda .	4.3	NEUTRAL
5225	Un perro está mirando el mostrador de una tienda .	Un animal mira a su alrededor	3.3	NEUTRAL
5226	Un perro está mirando el mostrador de una tienda .	No hay perro mirando alrededor	3.7	CONTRADICTION
5227	Un perro está mirando el mostrador de una tienda .	Un perro mira a su alrededor	3.9	NEUTRAL
5231	Un tigre camina	Un tigre no anda por ahí	3.6	CONTRADICTION
5232	Un tigre se pasea	Un cachorro de tigre está haciendo un sonido .	3.2	NEUTRAL
5234	Un cachorro de tigre está rugiendo	Un tigre camina	3.1	NEUTRAL
5236	Un tigre camina	Un cachorro de tigre está haciendo un sonido .	2.9	NEUTRAL
5238	Una mujer está friendo carne	Una mujer no esta friendo carne	3.5	CONTRADICTION
5239	Una mujer está colocando comida en una olla con agua caliente .	Una mujer está cocinando comida en una olla de agua caliente .	4.4	NEUTRAL
5242	Una mujer está friendo carne	Una mujer está colocando comida en una olla de agua fría .	3.165	NEUTRAL
5244	Una mujer no esta friendo carne	Una mujer está colocando comida en una olla con agua caliente .	3.4	NEUTRAL
5246	La trompeta la toca un hombre	Un hombre toca la trompeta	4.7	ENTAILMENT
5247	Una mujer toca la trompeta	Un hombre toca la trompeta	3.1	NEUTRAL
5248	Alguien está jugando con un sapo	Alguien esta jugando con una rana	4.2	NEUTRAL
5249	Nadie juega con un sapo	Alguien está jugando con un sapo	3.9	CONTRADICTION
5251	Nadie juega con un sapo	Un hombre toca la trompeta	1.0	NEUTRAL
5253	Una mujer toca la trompeta	Alguien está jugando con un sapo	1.7	NEUTRAL
5254	Un hombre toca la trompeta	Alguien está jugando con un sapo	1.7	NEUTRAL
5258	La persona esta montando el caballo	La persona no está montando a caballo	3.8	CONTRADICTION
5260	Un hombre esta montando un caballo	La persona no está montando a caballo	3.7	NEUTRAL
5261	Un caballo está siendo montado por un hombre .	La persona esta montando el caballo	4.7	ENTAILMENT
5262	No hay hombre a caballo	La persona esta montando el caballo	3.5	NEUTRAL
5263	Un hombre esta montando un caballo	La persona esta montando el caballo	4.6	ENTAILMENT
5264	Una persona está doblando una sábana	Una persona dobla una hoja de papel .	3.5	NEUTRAL
5267	Alguien está doblando una hoja de papel	Nadie está doblando un papel	2.8	CONTRADICTION
5269	Nadie está doblando un papel	Una persona dobla una hoja de papel .	2.8	CONTRADICTION
5276	Un niño está usando lenguaje de señas .	Una niña está usando lenguaje de señas .	4.1	NEUTRAL
5277	El lenguaje de señas está siendo utilizado por una niña	Una niña se comunica con lenguaje de señas .	4.7	ENTAILMENT
5278	Una niña se comunica con lenguaje de señas .	Un niño está usando lenguaje de señas .	3.3	NEUTRAL
5282	Un conejo está jugando con un conejito de peluche .	Un conejito está jugando con un conejito de peluche .	4.5	ENTAILMENT
5288	Un conejo está jugando con un conejo de juguete .	Un conejo está jugando con un conejito de peluche .	4.4	ENTAILMENT
5291	Un hombre está saltando la cuerda en un campo	Un hombre está saltando la cuerda afuera .	4.5	ENTAILMENT
5294	Una mujer no está cortando un pepino	Una mujer está cortando un pepino	3.935	CONTRADICTION
5296	Un hombre está saltando la cuerda afuera .	Una mujer no está cortando un pepino	1.0	NEUTRAL
5298	Una mujer está cortando un pepino	Una mujer está saltando la cuerda afuera .	1.3	NEUTRAL
5303	El hombre no está cortando una papa	El hombre está cortando una papa	3.9	CONTRADICTION
5304	El hombre está cortando una papa	Un hombre está cortando patatas	4.6	ENTAILMENT
5306	El hombre está cortando una papa	Un hombre corta las patatas	4.7	ENTAILMENT
5311	Una niña está tocando un instrumento de viento .	Una niña está tocando un instrumento de viento .	4.9	ENTAILMENT
5313	Una niña está tocando una flauta	Una niña está tocando un instrumento de viento .	4.3	ENTAILMENT
5314	Una niña está tocando una flauta	Un niño está tocando un instrumento de viento .	3.1	NEUTRAL
5317	Una niña está tocando una flauta	Una niña está tocando un instrumento de viento .	4.4	ENTAILMENT
5318	Una persona está tocando un teclado	Una persona está tocando un teclado	4.8	ENTAILMENT
5319	Una persona está tocando un teclado	Una persona no está tocando el teclado .	4.0	CONTRADICTION
5321	Alguien esta tocando el piano	Alguien no toca el piano	3.0	CONTRADICTION
5324	Alguien esta tocando el piano	Una persona está tocando un teclado	3.8	NEUTRAL
5325	Alguien esta tocando el piano	Una persona no está tocando el teclado .	3.0	NEUTRAL
5327	Un hombre está saltando a una piscina	Un hombre se zambulle en una piscina	4.8	ENTAILMENT
5334	Una mujer se zambulle en una piscina .	Un hombre se zambulle en una piscina	3.5	NEUTRAL
5338	El hombre sazona las salchichas	El hombre sazona la carne	4.4	ENTAILMENT
5340	El hombre está agregando condimentos al agua en un recipiente .	El hombre sazona la carne	3.0	NEUTRAL
5341	El hombre no sazona las salchichas	El hombre está agregando condimentos al agua en un recipiente .	3.0	NEUTRAL
5342	El condimento está siendo agregado al agua por el hombre .	El hombre sazona las salchichas	3.7	NEUTRAL
5347	Un hombre toca una flauta grande .	Un hombre toca una flauta grande	4.9	ENTAILMENT
5348	Un hombre toca una flauta grande .	Un hombre toca una pequeña flauta .	3.9	NEUTRAL
5350	Un hombre toca una pequeña flauta .	Un hombre toca una flauta	4.7	ENTAILMENT
5351	Un hombre toca una flauta grande .	Un hombre toca una flauta	4.4	ENTAILMENT
5356	La dama está pelando la papa	La patata está siendo pelada por la señora .	5.0	ENTAILMENT
5357	La dama está pelando la papa	No hay dama pelando la papa	2.7	CONTRADICTION
5358	Una mujer está pelando una papa	La patata está siendo pelada por la señora .	4.8	ENTAILMENT
5359	Una mujer está pelando una papa	No hay dama pelando la papa	4.2	CONTRADICTION
5361	La dama está pelando la papa	Una mujer no pela una papa	4.2	CONTRADICTION
5362	La dama está pelando la papa	Una mujer está pelando una papa	5.0	ENTAILMENT
5369	Un hombre toca una flauta	Un hombre está montando un scooter	1.3	NEUTRAL
5370	Un hombre está montando un scooter	No hay hombre tocando la flauta	1.1	NEUTRAL
5372	Un hombre esta tocando la guitarra	Un hombre está tocando el instrumento	4.3	ENTAILMENT
5376	Un hombre esta tocando la guitarra	Un pulpo está siendo cortado por una mujer	1.0	NEUTRAL
5377	Una mujer no corta un pulpo	Un hombre esta tocando la guitarra	1.0	NEUTRAL
5378	Una mujer está cortando un pulpo .	Un hombre está tocando el instrumento	1.0	NEUTRAL
5379	No hay hombre tocando la guitarra	Una mujer está cortando un pulpo .	1.0	NEUTRAL
5380	Un hombre esta tocando la guitarra	Una mujer está cortando un pulpo .	1.0	NEUTRAL
5383	La guitarra la toca un hombre	Un hombre esta tocando la guitarra	5.0	ENTAILMENT
5385	Un hombre toca la batería	La guitarra la toca un hombre	2.0	NEUTRAL
5387	Los tambores los toca un hombre	Un hombre esta tocando la guitarra	2.9	NEUTRAL
5389	Un hombre toca la batería	Un hombre esta tocando la guitarra	3.7	NEUTRAL
5391	Un hombre está sacando algo de comida de una caja .	Un hombre está poniendo comida en una caja .	3.4	NEUTRAL
5393	El hombre no pone pollo en el recipiente .	El hombre está poniendo pollo en el recipiente .	3.3	CONTRADICTION
5395	El hombre no pone pollo en el recipiente .	Un hombre está poniendo comida en una caja .	3.7	NEUTRAL
5397	Un hombre está sacando algo de comida de una caja .	El hombre está poniendo pollo en el recipiente .	2.5	CONTRADICTION
5398	El hombre está poniendo pollo en el recipiente .	Un hombre está poniendo comida en una caja .	4.315	ENTAILMENT
5399	Una mujer rompe huevos en un cuenco	Una mujer está rompiendo huevos en un tazón .	4.9	ENTAILMENT
5401	Una mujer está colocando brochetas en una rejilla .	Una mujer coloca las brochetas en una rejilla	4.9	ENTAILMENT
5404	Una mujer está rompiendo huevos en un tazón .	No hay ninguna mujer colocando brochetas en una rejilla .	1.4	NEUTRAL
5405	Una mujer rompe huevos en un cuenco	Una mujer está colocando brochetas en una rejilla .	1.7	NEUTRAL
5406	Una mujer está sacando huevos de un recipiente .	Una mujer está colocando brochetas en una rejilla .	1.9	NEUTRAL
5407	Una mujer está rompiendo huevos en un tazón .	Una mujer está colocando brochetas en una rejilla .	2.4	NEUTRAL
5409	Un bebé no toca la guitarra	Un bebe esta tocando una guitarra	2.7	CONTRADICTION
5411	El niño canta y toca la guitarra .	El niñito no canta ni toca la guitarra	3.2	CONTRADICTION
5414	El niño canta y toca la guitarra .	Una guitarra está siendo tocada por un bebé	3.5	NEUTRAL
5415	Un bebé no toca la guitarra	El niño canta y toca la guitarra .	3.6	NEUTRAL
5419	Una mujer está pelando una papa	Una mujer está pelando la comida .	4.3	ENTAILMENT
5423	Una persona toca apasionadamente una guitarra frente a una audiencia .	Una mujer está pelando una papa	1.0	NEUTRAL
5426	Un hombre está leyendo el correo electrónico	Una persona está leyendo el correo electrónico	4.8	ENTAILMENT
5427	No hay ningún hombre leyendo el correo electrónico	Un hombre está leyendo el correo electrónico	3.365	CONTRADICTION
5429	Alguien está leyendo el correo electrónico	Alguien no está leyendo el correo electrónico	4.1	CONTRADICTION
5432	Alguien está leyendo el correo electrónico	Una persona está leyendo el correo electrónico	4.8	ENTAILMENT
5434	Un hombre está leyendo el correo electrónico	Alguien está leyendo el correo electrónico	4.6	ENTAILMENT
5435	Dos pandas bebés están jugando	Dos cachorros están jugando	3.9	ENTAILMENT
5436	Dos bebés pandas están durmiendo	Dos pandas bebés están jugando	3.5	NEUTRAL
5437	Dos pandas yacen juntos	Dos osos panda yacen juntos	5.0	ENTAILMENT
5439	Dos pandas bebés están jugando	Dos osos panda yacen juntos	3.6	NEUTRAL
5440	Dos pandas bebés están jugando	Dos pandas no están acostados juntos	3.2	ENTAILMENT
5443	Dos pandas yacen juntos	Dos pandas bebés están jugando	3.2	NEUTRAL
5446	Una mujer está friendo pescado	Una mujer fríe pescado	5.0	ENTAILMENT
5447	Una mujer está friendo pescado	Una mujer no esta friendo pescado	3.3	CONTRADICTION
5449	Una mujer está cocinando pescado	Una mujer no esta friendo pescado	3.6	NEUTRAL
5455	Una mujer toca la flauta	La flauta la toca una mujer	4.8	ENTAILMENT
5456	Una mujer toca la flauta	Un hombre toca la flauta	3.7	NEUTRAL
5457	Un hombre toca una flauta	La flauta la toca una mujer	3.3	NEUTRAL
5458	Un hombre toca una flauta	Un hombre toca la flauta	4.9	ENTAILMENT
5459	Un hombre está tocando un instrumento	Una mujer toca la flauta	2.2	NEUTRAL
5460	Una mujer toca la flauta	Un hombre no toca la flauta	3.8	NEUTRAL
5462	Un niño está cortando el césped	Un chico está cortando el césped	4.6	ENTAILMENT
5463	Un chico está cortando el césped	No hay ningún chico cortando el césped	3.6	CONTRADICTION
5464	Un hombre corta la hierba	Un hombre está cortando pasto	5.0	ENTAILMENT
5466	Un chico está cortando el césped	Un hombre corta la hierba	4.5	ENTAILMENT
5467	Un chico está cortando el césped	No hay hombre cortando pasto	3.8	CONTRADICTION
5468	Un niño está cortando el césped	Un hombre está cortando pasto	3.8	NEUTRAL
5471	Una persona está friendo carne en una sartén .	Una persona está friendo comida en una sartén .	4.4	ENTAILMENT
5474	Una persona no tiene una mofeta	Una persona sostiene una mofeta	3.6	CONTRADICTION
5476	Una persona está friendo carne en una sartén .	Una persona no tiene una mofeta	1.3	NEUTRAL
5477	Una persona está friendo comida en una sartén .	Una persona sostiene una mofeta	1.3	NEUTRAL
5478	Una persona sostiene una mofeta	Una persona no está friendo carne en una sartén .	1.1	NEUTRAL
5480	La dama está rompiendo un huevo en un cuenco .	La dama está rompiendo un huevo en un plato .	4.5	ENTAILMENT
5483	La mujer está rompiendo huevos en un bol	El hombre rompe huevos en un tazón	3.6	NEUTRAL
5487	La señora saca un huevo de un cuenco .	El hombre rompe huevos en un tazón	2.9	NEUTRAL
5489	Un hombre está cortando tomates	Un hombre está cortando tomates	5.0	ENTAILMENT
5491	El brócoli está siendo cortado por una mujer	Una mujer está cortando brócoli	4.8	ENTAILMENT
5492	Una mujer no corta brócoli	Una mujer está cortando brócoli	2.9	CONTRADICTION
5495	Una mujer está cortando brócoli	Un hombre está cortando tomates	2.6	NEUTRAL
5496	Una mujer está cortando brócoli	No hay hombre cortando tomates	1.9	NEUTRAL
5497	Una mujer está cortando brócoli	Un hombre está cortando tomates	2.4	NEUTRAL
5500	Una mujer dispara un rifle	Una mujer dispara un arma	4.2	ENTAILMENT
5501	No hay mujer disparando un rifle	Una mujer dispara un rifle	3.5	CONTRADICTION
5502	Una mujer está cortando un limón	Una mujer dispara un arma	1.1	NEUTRAL
5503	No hay mujer disparando un rifle	Una mujer está cortando un limón	1.0	NEUTRAL
5504	Una mujer dispara un rifle	Una mujer está cortando fruta	1.5	NEUTRAL
5505	Un hombre esta cortando un limon	Una mujer dispara un rifle	1.0	NEUTRAL
5507	La guitarra está siendo tocada por un hombre	Un hombre toca la guitarra	4.9	ENTAILMENT
5510	Un hombre toca la batería	Una mujer toca la batería	4.2	NEUTRAL
5512	Un hombre toca la guitarra	Una mujer toca la batería	2.6	NEUTRAL
5513	Un hombre toca la batería	La guitarra está siendo tocada por un hombre	3.415	NEUTRAL
5514	No hay hombre tocando la guitarra	Un hombre toca la batería	3.0	NEUTRAL
5518	Un hombre dibuja unas figuras	Una persona está dibujando algunas figuras .	4.6	ENTAILMENT
5520	Un hombre está dibujando en una pizarra digital de borrado en seco	Una persona está dibujando algunas figuras .	3.2	NEUTRAL
5521	Un hombre borra unas figuras	Un hombre está dibujando en una pizarra digital de borrado en seco	3.0	NEUTRAL
5522	Un hombre está dibujando en una pizarra .	Un hombre dibuja unas figuras	3.5	NEUTRAL
5523	Un hombre no está dibujando en una pizarra digital de borrado en seco	Un hombre dibuja unas figuras	2.7	NEUTRAL
5525	Una mujer está cortando cebollas	Una mujer está cortando cebollas	4.5	ENTAILMENT
5526	Una mujer está cortando cebollas	No hay mujer cortando cebollas	3.4	CONTRADICTION
5530	Una mujer está cortando cebollas	Una mujer no corta tofu	3.2	NEUTRAL
5531	Una mujer está cortando tofu	Una mujer está cortando cebollas	2.9	NEUTRAL
5532	Una mujer está cortando tofu	No hay mujer cortando cebollas	3.5	NEUTRAL
5533	Una mujer está cortando tofu	Una mujer está cortando cebollas	3.7	NEUTRAL
5534	Un grupo de personas bailan en un concierto .	Un grupo de personas baila en un espectáculo .	4.15	ENTAILMENT
5535	Un grupo de personas no baila en un concierto .	Un grupo de personas bailan en un concierto .	3.2	CONTRADICTION
5537	Un grupo de personas marcha	Un grupo de personas está parado	3.9	NEUTRAL
5538	Un grupo de personas camina	Un grupo de personas bailan en un concierto .	2.6	NEUTRAL
5545	El hombre está alimentando a la serpiente con un ratón .	El hombre está alimentando a la serpiente con un animal .	4.635	ENTAILMENT
5546	El hombre está alimentando a la serpiente con un ratón .	El hombre no está alimentando a la serpiente con un ratón .	3.3	CONTRADICTION
5548	Un hombre está trabajando en la computadora portátil .	El hombre no está alimentando a la serpiente con un ratón .	1.1	NEUTRAL
5549	Un hombre está trabajando en la computadora	El hombre está alimentando a la serpiente con un ratón .	1.1	NEUTRAL
5552	Un niño está jugando con un teléfono de juguete .	Un niño está jugando con un juguete .	4.6	ENTAILMENT
5553	Una niña está jugando con un teléfono de juguete .	Un niño está jugando con un teléfono de juguete .	3.5	NEUTRAL
5554	El hombre apunta con un arma	El hombre maneja un arma	4.3	ENTAILMENT
5555	El hombre apunta con un arma	El hombre saca una pistola	4.2	ENTAILMENT
5556	Un niño está jugando con un teléfono de juguete .	El hombre maneja un arma	1.0	NEUTRAL
5558	Un niño está jugando con un juguete .	El hombre apunta con un arma	1.1	NEUTRAL
5560	Un niño está jugando con un teléfono de juguete .	El hombre apunta con un arma	1.1	NEUTRAL
5561	Un caballo está siendo montado por una niña .	Una niña está montando un caballo	4.8	ENTAILMENT
5563	La niña está trotando sobre el caballo .	La persona está trotando sobre el caballo .	4.1	ENTAILMENT
5565	Una niña está montando un caballo	La persona está trotando sobre el caballo .	3.7	NEUTRAL
5568	No hay chica montando a caballo	La niña está trotando sobre el caballo .	3.3	CONTRADICTION
5569	La niña está trotando sobre el caballo .	Una niña está montando un caballo	4.4	ENTAILMENT
5575	Un hombre está rompiendo una losa de hormigón con un mazo	La mujer está usando un mazo para romper un bloque de concreto que está sobre otro hombre	2.7	NEUTRAL
5580	Un perro ladra a una pelota .	No hay perro ladrando a una pelota	3.8	CONTRADICTION
5582	Un perro nada detrás de una pelota de tenis .	Un gato nada detrás de una pelota de tenis .	4.0	NEUTRAL
5584	Un perro ladra a una pelota .	Un gato nada detrás de una pelota de tenis .	2.2	NEUTRAL
5586	No hay perro ladrando a una pelota	Un perro nada detrás de una pelota de tenis .	2.8	NEUTRAL
5587	Un perro nada detrás de una pelota de tenis .	Un perro ladra a una pelota .	3.1	NEUTRAL
5591	Una mujer está comiendo una magdalena	Una mujer no come un cupcake	3.7	CONTRADICTION
5593	Una niña está comiendo una magdalena	Una mujer no come un cupcake	2.5	NEUTRAL
5595	Un niño está comiendo una magdalena	Una mujer está comiendo una magdalena	3.8	NEUTRAL
5602	No hay hombre escupiendo	Un hombre esta hablando	2.115	NEUTRAL
5604	No hay hombre hablando	Un hombre esta escupiendo	2.2	NEUTRAL
5607	Un hombre toca teclados	Un hombre no toca teclados	3.85	CONTRADICTION
5608	Un hombre monta un toro de rodeo	Un hombre monta un toro mecánico .	3.9	NEUTRAL
5609	Un hombre se cae de un toro mecánico .	Un hombre monta un toro mecánico .	4.1	NEUTRAL
5610	Un hombre toca teclados	Un hombre monta un toro de rodeo	1.3	NEUTRAL
5612	Un hombre monta un toro mecánico .	Un hombre está tocando un instrumento	1.0	NEUTRAL
5613	Un hombre no toca teclados	Un hombre monta un toro mecánico .	1.1	NEUTRAL
5614	Un hombre toca teclados	Un hombre monta un toro mecánico .	1.1	NEUTRAL
5615	Un hombre corta una bota con una espada	Un hombre está cortando una bota con una cuchilla .	4.7	ENTAILMENT
5617	Una persona está cortando la punta de una bota de cuero vacía con una espada	Un hombre está cortando la punta de una bota de cuero vacía con una espada	4.815	ENTAILMENT
5618	Un hombre está cortando la punta de una bota de cuero vacía con una espada	Una mujer está cortando la punta de una bota de cuero vacía con una espada	4.0	NEUTRAL
5619	Una persona está cortando la punta de una bota de cuero vacía con una espada	Un hombre corta una bota con una espada	4.0	ENTAILMENT
5620	Una mujer está cortando la punta de una bota de cuero vacía con una espada	Un hombre corta una bota con una espada	3.6	ENTAILMENT
5621	Un hombre está cortando la punta de una bota de cuero vacía con una espada	Un hombre está cortando una bota con una cuchilla .	4.2	ENTAILMENT
5623	Un hombre está cortando la punta de una bota de cuero vacía con una espada	Un hombre corta una bota con una espada	4.2	ENTAILMENT
5624	Un chef está limpiando un plato de sopa .	Un chef está limpiando un plato de sopa	4.8	ENTAILMENT
5627	Un hombre está limpiando el borde de un cuenco	No hay hombre limpiando el borde de un cuenco	3.4	CONTRADICTION
5632	Un chef está limpiando un plato de sopa .	Un hombre está limpiando el borde de un cuenco	3.6	NEUTRAL
5633	La guitarra la toca un niño	Un niño está tocando la guitarra	4.8	ENTAILMENT
5634	Un niño está tocando el piano	Un niño está tocando la guitarra	3.0	NEUTRAL
5637	Un niño canta y toca la guitarra .	Un niño está tocando la guitarra	4.2	ENTAILMENT
5640	Un niño canta y toca la guitarra .	Un niño está tocando el piano	2.5	NEUTRAL
5641	Un niño canta y toca la guitarra .	Un niño está tocando la guitarra	4.4	ENTAILMENT
5642	Alguien está revolviendo una olla de chile con una cuchara	Alguien con una cuchara revuelve una olla de chile	5.0	ENTAILMENT
5643	Nadie está revolviendo una olla de chile con una cuchara	Alguien está revolviendo una olla de chile con una cuchara	3.7	CONTRADICTION
5645	Alguien no está revolviendo el chile en una tetera	Alguien está revolviendo chile en una tetera	3.5	CONTRADICTION
5646	Alguien está revolviendo una olla de chile con una cuchara	Alguien está revolviendo el chile en una olla	4.5	ENTAILMENT
5647	Alguien está revolviendo una olla de chile con una cuchara	Alguien no está revolviendo el chile en una tetera	3.7	NEUTRAL
5651	Una persona está comiendo en un restaurante .	Una persona esta comiendo en una mesa	4.0	NEUTRAL
5653	Un hombre esta haciendo una cama	Una persona esta haciendo una cama	4.7	ENTAILMENT
5656	Una persona no esta haciendo una cama	Una persona esta comiendo en una mesa	1.7	NEUTRAL
5659	Una persona esta haciendo una cama	Una persona esta comiendo en una mesa	1.4	NEUTRAL
5663	El gato está lamiendo una botella	El perro está lamiendo una botella .	3.9	NEUTRAL
5664	Un gato está jugando con una botella pequeña .	El gato está lamiendo una botella	3.5	NEUTRAL
5668	El gato está lamiendo una botella	Un gato está jugando con una botella pequeña .	3.6	NEUTRAL
5671	Un perro pequeño está acostado en la cama .	Un pequeño animal está acostado en la cama .	4.5	ENTAILMENT
5676	Un perro pequeño está acostado en la cama .	Un gato pequeño está acostado en una cama	2.9	NEUTRAL
5677	Un perro pequeño está acostado en una cama	Un perro pequeño está acostado en la cama .	5.0	ENTAILMENT
5678	Una mujer está cortando mantequilla	Una mujer está cortando mantequilla	4.7	ENTAILMENT
5679	Una mujer está cortando mantequilla	Un hombre corta mantequilla	3.465	NEUTRAL
5680	El tofu está siendo cortado por una mujer	Una mujer está cortando tofu	5.0	ENTAILMENT
5683	Una mujer está cortando mantequilla	No hay mujer cortando tofu	2.8	NEUTRAL
5691	La persona está jugando con una calavera .	El hombre esta tocando la guitarra	1.2	NEUTRAL
5693	El hombre esta jugando con una calavera	El hombre esta tocando el instrumento	2.2	NEUTRAL
5694	El hombre no toca la guitarra	El hombre esta jugando con una calavera	1.4	NEUTRAL
5695	El hombre esta tocando la guitarra	El hombre esta jugando con una calavera	1.9	NEUTRAL
5696	Un hombre está poniendo un poco de queso en una pizza	Un hombre está poniendo un poco de queso en una pizza .	5.0	ENTAILMENT
5697	No hay hombre poniendo queso en una pizza	Un hombre está poniendo un poco de queso en una pizza .	4.0	CONTRADICTION
