pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgement
9722	Un niño corre por la arena	Un niño con una camisa a rayas corre descalzo en la colina arenosa	3.9	NEUTRAL
9745	Dos jóvenes están mirando a la cámara y uno está sacando la lengua	El niño saca la lengua para la cámara y otro niño mira	4.4	NEUTRAL
9747	Un niño saca la lengua para la cámara y otro niño mira	Dos niños miran a la cámara y uno saca la lengua	4.4	ENTAILMENT
9759	Un niño que ríe sostiene una pistola de agua y se rocía con agua	Una persona con una chaqueta azul está saltando sobre una pared de cemento alta	1.1	NEUTRAL
9763	Una persona está cortando hongos	El elefante está siendo montado por la mujer .	1.0	NEUTRAL
9771	Dos niños pequeños están jugando con un coche de juguete en la calle .	Un perro corre por un campo y persigue un juguete .	1.4	NEUTRAL
9788	Un hombre está tocando una guitarra eléctrica .	Un grupo de personas sostiene bebidas y apunta a la cámara .	1.0	NEUTRAL
9789	Una niña vestida de oro y morado sostiene un arco iris afgano	Un hombre está en cuclillas en el cepillo y toma una foto .	1.0	NEUTRAL
9822	Dos personas andan en bicicleta	Un saltador en práctica lanza la tabla de snowboard de una persona al aire .	2.0	NEUTRAL
9838	Algunos instrumentos están siendo tocados por una banda .	Una mujer joven en topless está cubierta de pintura	1.0	NEUTRAL
9843	Una familia está comprando algo en la máquina expendedora .	Un hombre con traje está parado frente a un micrófono y cantando .	1.0	NEUTRAL
9869	Se monta una bicicleta sobre un mono	Una persona está montando una bicicleta de tierra por una colina de tierra	2.8	NEUTRAL
9880	Un ciclista se aleja de una valla	Un hombre esta bailando en el camino	1.2	NEUTRAL
9931	Una mujer está tocando una guitarra eléctrica .	Un niño está tocando la guitarra	3.0	NEUTRAL
9963	El animal está pastando en la hierba .	El policía está sentado en una bicicleta de policía .	1.0	NEUTRAL
9975	El perro está mordiendo algunas gotas de agua .	Una chica en una banda está tocando un instrumento .	1.0	NEUTRAL
9988	Un joven empuja una moto de motocross por una colina de tierra	Un perro nada detrás de una pelota de tenis .	1.0	NEUTRAL
